gene	mean	median	longest_isoform	merged
ENSG00000270728.1	525	525	525	525
ENSG00000053371.13	1360	1360	1360	1360
ENSG00000200403.1	107	107	107	107
ENSG00000040487.13	1842	1805	2175	2175
ENSG00000077549.19	2884	1928	5943	7387
ENSG00000240490.3	288	288	288	288
ENSG00000173436.15	2685	3678	3723	3979
ENSG00000201609.1	141	141	141	141
ENSG00000235185.1	207	207	207	207
ENSG00000158747.15	1848	2037	2160	3271
ENSG00000270136.6	999	999	999	999
ENSG00000226396.1	455	455	455	455
ENSG00000158748.4	3800	3800	3800	3800
ENSG00000162542.14	2674	2674	2946	3117
ENSG00000178828.7	1255	1255	1255	1255
ENSG00000235434.1	447	447	447	447
ENSG00000169914.6	6515	6515	6515	6515
ENSG00000188784.4	785	785	785	785
ENSG00000242688.3	301	301	301	301
ENSG00000188257.12	875	858	970	1009
ENSG00000127472.11	1918	1918	1918	1918
ENSG00000117215.15	2253	2253	2651	2681
ENSG00000158786.5	2721	2721	2721	2721
ENSG00000227066.2	2493	2493	2493	2493
ENSG00000187980.7	1774	1621	3249	3472
ENSG00000162543.6	5562	5562	5562	5562
ENSG00000228105.2	621	621	621	621
ENSG00000284710.1	1548	1548	1548	1548
ENSG00000158816.16	6501	6501	9143	9161
ENSG00000226664.1	229	229	229	229
ENSG00000236963.9	1995	1974	2993	4148
ENSG00000226487.1	376	376	376	376
ENSG00000284641.1	1156	1156	1156	1156
ENSG00000284743.1	674	674	674	674
ENSG00000162545.6	2326	2326	2326	2326
ENSG00000289402.2	728	728	728	728
ENSG00000090432.7	2428	2428	2428	2428
ENSG00000215520.3	763	763	763	763
ENSG00000183114.8	2448	2448	2448	2448
ENSG00000158825.6	809	809	809	809
ENSG00000158828.8	2657	2657	2657	2657
ENSG00000284005.1	110	110	110	110
ENSG00000117242.7	4443	4443	4443	4443
ENSG00000244038.11	2033	2033	2126	2126
ENSG00000117245.13	3833	3958	3969	4098
ENSG00000235432.1	479	479	479	479
ENSG00000189410.12	3801	3801	3898	3898
ENSG00000233069.1	299	299	299	299
ENSG00000127483.19	4010	4353	6406	8283
ENSG00000075151.24	5435	5762	7832	9572
ENSG00000251914.1	62	62	62	62
ENSG00000221808.1	119	119	119	119
ENSG00000233072.1	385	385	385	385
ENSG00000236073.2	115	115	115	115
ENSG00000235112.1	296	296	296	296
ENSG00000287192.1	1111	1111	1111	1111
ENSG00000117298.16	3631	3458	5099	5586
ENSG00000236936.1	723	723	723	723
ENSG00000231105.2	2479	2479	2479	2479
ENSG00000236216.5	376	376	376	376
ENSG00000228823.1	649	649	649	649
ENSG00000236009.1	607	607	607	607
ENSG00000227001.3	661	661	661	661
ENSG00000187952.9	1234	1234	1234	1234
ENSG00000186543.7	830	830	830	830
ENSG00000142794.19	2858	2918	3767	3887
ENSG00000176378.8	327	327	327	327
ENSG00000162551.14	2275	2217	2536	2686
ENSG00000289715.1	144	144	144	144
ENSG00000233431.1	821	821	821	821
ENSG00000076864.21	3177	3322	3426	3972
ENSG00000090686.16	3562	3228	4419	6658
ENSG00000231978.2	307	307	307	307
ENSG00000187942.12	2598	2598	4016	4016
ENSG00000142798.20	14341	14341	14341	14341
ENSG00000232037.3	483	483	483	483
ENSG00000283234.1	1003	1003	1162	1162
ENSG00000219073.8	906	906	906	906
ENSG00000285959.1	1469	1469	1469	1469
ENSG00000273610.1	297	297	297	297
ENSG00000201919.1	104	104	104	104
ENSG00000142789.20	906	906	906	906
ENSG00000278124.1	297	297	297	297
ENSG00000201273.1	104	104	104	104
ENSG00000228397.3	1181	1039	1470	1503
ENSG00000218510.9	1217	1389	1404	2818
ENSG00000289694.1	2282	2282	2384	3897
ENSG00000285752.1	2574	2574	2574	2574
ENSG00000285794.1	222	222	222	222
ENSG00000070831.18	3554	2824	10503	23499
ENSG00000230068.2	692	692	692	692
ENSG00000271428.1	488	488	488	488
ENSG00000162552.15	3968	3968	3968	3968
ENSG00000285873.1	811	811	811	811
ENSG00000266564.1	62	62	62	62
ENSG00000234397.3	492	492	492	492
ENSG00000279625.1	1853	1853	1853	1853
ENSG00000184677.18	8687	8701	8992	8992
ENSG00000237200.1	273	273	273	273
ENSG00000070886.12	3410	3410	5019	5434
ENSG00000276835.2	109	109	109	109
ENSG00000173372.18	1305	1357	1771	2640
ENSG00000289692.1	833	833	833	833
ENSG00000159189.13	1217	1170	1548	1736
ENSG00000173369.18	1170	1120	1570	2132
ENSG00000133216.17	6250	4014	11035	12107
ENSG00000265422.1	82	82	82	82
ENSG00000225952.1	480	480	480	480
ENSG00000264014.1	68	68	68	68
ENSG00000215906.9	1950	1950	1950	1950
ENSG00000227868.7	551	512	664	794
ENSG00000004487.18	3069	2847	3984	6065
ENSG00000240553.1	666	666	666	666
ENSG00000263793.1	68	68	68	68
ENSG00000266802.1	77	77	77	77
ENSG00000169641.15	6063	6063	8412	8884
ENSG00000229010.1	818	818	818	818
ENSG00000206935.1	107	107	107	107
ENSG00000252578.1	101	101	101	101
ENSG00000289014.1	792	792	792	792
ENSG00000179546.5	3319	3319	3319	3319
ENSG00000215381.3	460	460	460	460
ENSG00000261326.4	4516	4516	5301	5301
ENSG00000284726.1	604	604	604	604
ENSG00000125944.21	3786	2691	7751	7815
ENSG00000125945.15	4126	4126	4465	4786
ENSG00000249087.9	1003	932	2547	2901
ENSG00000201405.1	93	93	93	93
ENSG00000271420.1	650	650	650	650
ENSG00000204219.11	1209	1197	1719	2646
ENSG00000232482.2	426	426	426	426
ENSG00000088280.20	3156	2865	4051	4097
ENSG00000007968.7	5196	5196	5196	5196
ENSG00000235052.1	456	456	456	456
ENSG00000117318.9	950	950	950	950
ENSG00000285802.1	1322	1322	1322	1322
ENSG00000197880.10	1781	1781	1781	1781
ENSG00000229239.2	1186	1186	1186	1186
ENSG00000142676.14	852	879	1017	1384
ENSG00000236810.8	1055	1105	1502	3155
ENSG00000011007.13	4838	4838	4838	4838
ENSG00000057757.10	1441	1441	1590	1710
ENSG00000289835.1	269	269	269	269
ENSG00000011009.11	1119	1072	1635	1869
ENSG00000117308.15	1502	1502	1516	1532
ENSG00000117305.15	1462	1462	1570	1570
ENSG00000179163.12	2043	2043	2043	2043
ENSG00000188822.8	5265	5265	5265	5265
ENSG00000229106.1	1267	1267	1267	1267
ENSG00000232557.3	210	210	210	210
ENSG00000264926.1	78	78	78	78
ENSG00000230228.2	368	368	368	368
ENSG00000189266.13	1453	1607	2428	2615
ENSG00000188529.15	2716	1808	7656	7685
ENSG00000215905.4	328	328	328	328
ENSG00000225315.2	454	454	454	454
ENSG00000142661.19	4226	4226	5760	6239
ENSG00000230703.1	461	461	461	461
ENSG00000142677.4	2817	2817	2817	2817
ENSG00000185436.12	1829	1476	4566	4940
ENSG00000158055.17	2369	2562	2834	4128
ENSG00000230023.2	1849	1849	1849	1849
ENSG00000232298.2	856	856	856	856
ENSG00000001460.18	2691	2726	2804	2913
ENSG00000001461.17	3571	3564	5481	6560
ENSG00000288982.1	378	378	378	378
ENSG00000286061.1	559	559	559	559
ENSG00000117602.13	2163	2386	6863	7138
ENSG00000264443.1	1445	1445	1445	1445
ENSG00000184454.7	3980	3980	3980	3980
ENSG00000227312.2	348	348	348	348
ENSG00000239106.1	103	103	103	103
ENSG00000133226.19	3671	3747	3860	3879
ENSG00000284699.1	886	886	886	886
ENSG00000169504.15	4253	4253	4253	4253
ENSG00000238482.1	107	107	107	107
ENSG00000020633.19	4260	4267	4340	4764
ENSG00000278034.1	72	72	72	72
ENSG00000229162.1	820	820	820	820
ENSG00000261025.1	2443	2443	2443	2443
ENSG00000264371.1	84	84	84	84
ENSG00000285823.1	1108	1108	1108	1108
ENSG00000233755.1	552	552	614	863
ENSG00000233419.3	402	402	402	402
ENSG00000231953.2	988	988	988	988
ENSG00000117614.10	1341	1341	1757	1757
ENSG00000284602.1	2190	2190	2190	2190
ENSG00000284657.1	760	760	760	760
ENSG00000117616.18	1689	1689	1954	2503
ENSG00000272432.1	485	485	485	485
ENSG00000261349.1	459	459	459	459
ENSG00000187010.21	1774	1467	3007	3054
ENSG00000224183.1	480	480	480	480
ENSG00000259984.1	459	459	459	459
ENSG00000183726.11	2266	2266	2266	2266
ENSG00000188672.19	1312	1216	1810	2060
ENSG00000238084.4	478	478	478	478
ENSG00000204178.11	3617	3617	3940	3979
ENSG00000157978.12	2914	2914	2914	2914
ENSG00000225643.1	483	483	483	483
ENSG00000117643.15	3324	3094	4647	6002
ENSG00000233478.1	2224	2224	2224	2224
ENSG00000162430.18	3376	4212	4314	4314
ENSG00000255054.3	334	334	334	334
ENSG00000228172.5	1086	517	2307	2793
ENSG00000117640.18	1882	1913	3262	3900
ENSG00000272478.1	222	222	222	222
ENSG00000127423.11	1776	1776	2161	2408
ENSG00000236528.3	720	720	849	1178
ENSG00000182749.6	2854	2854	3023	3244
ENSG00000207302.1	110	110	110	110
ENSG00000117632.23	1221	1137	1712	2506
ENSG00000229786.1	251	251	251	251
ENSG00000223624.1	140	140	140	140
ENSG00000283938.1	93	93	93	93
ENSG00000158006.14	3005	3005	3487	3545
ENSG00000207237.1	104	104	104	104
ENSG00000252190.1	125	125	125	125
ENSG00000252691.1	84	84	84	84
ENSG00000158008.10	4020	4020	4020	4020
ENSG00000158014.15	3173	3173	3249	3249
ENSG00000284309.1	941	941	941	941
ENSG00000158022.7	1770	1770	1770	1770
ENSG00000175087.10	4214	4252	4279	4560
ENSG00000197245.6	2799	2799	2799	2799
ENSG00000282872.2	775	775	1085	1203
ENSG00000236782.8	1307	1394	1468	2036
ENSG00000142684.9	668	668	698	732
ENSG00000142675.18	2582	2538	2673	2841
ENSG00000188782.9	1867	1867	1867	1867
ENSG00000236155.8	1162	1011	2108	3048
ENSG00000278572.1	899	899	899	899
ENSG00000130695.16	3510	3934	3935	3937
ENSG00000270733.1	358	358	358	358
ENSG00000142669.15	759	759	768	876
ENSG00000158062.21	1752	1726	2254	3124
ENSG00000169442.9	467	467	467	467
ENSG00000176092.17	5749	5749	6259	6269
ENSG00000225854.2	346	346	346	346
ENSG00000176083.18	1670	1670	1712	1713
ENSG00000131914.11	3716	3716	3975	3975
ENSG00000117682.18	2080	2039	3288	4450
ENSG00000223583.1	535	535	535	535
ENSG00000225891.2	834	834	1140	1261
ENSG00000198830.11	1544	1544	1940	1940
ENSG00000224129.1	897	897	897	897
ENSG00000117676.14	2860	3023	3192	3707
ENSG00000238705.1	52	52	52	52
ENSG00000243905.3	304	304	304	304
ENSG00000252802.1	102	102	102	102
ENSG00000252429.2	64	64	64	64
ENSG00000289452.1	204	204	204	204
ENSG00000229247.2	238	238	238	238
ENSG00000238316.1	104	104	104	104
ENSG00000235069.2	235	235	235	235
ENSG00000260063.1	2000	2000	2000	2000
ENSG00000290006.1	461	461	461	461
ENSG00000117713.21	6961	6490	8595	9716
ENSG00000060642.12	2822	2251	4972	7619
ENSG00000241188.3	291	291	291	291
ENSG00000287810.1	177	177	177	177
ENSG00000204160.12	5045	5045	5045	5045
ENSG00000175793.12	1308	1308	1308	1308
ENSG00000142751.15	2690	2690	4665	4714
ENSG00000226698.1	306	306	306	306
ENSG00000289554.1	1127	1127	1127	1127
ENSG00000198746.13	2125	2125	2125	2125
ENSG00000090273.14	1792	1792	1792	1792
ENSG00000131910.5	1165	1165	1165	1165
ENSG00000175707.10	1855	1855	1855	1855
ENSG00000172746.6	497	497	497	497
ENSG00000224064.1	397	397	397	397
ENSG00000225294.1	444	444	444	444
ENSG00000253368.4	1961	1961	1961	1961
ENSG00000158246.8	2382	2382	2382	2382
ENSG00000090020.11	3460	3460	4737	5171
ENSG00000229985.2	527	527	527	527
ENSG00000214973.3	640	640	640	640
ENSG00000225159.1	867	867	867	867
ENSG00000225990.2	220	220	220	220
ENSG00000224311.1	379	379	379	379
ENSG00000142784.16	4490	4490	4706	4706
ENSG00000252098.1	104	104	104	104
ENSG00000243659.1	282	282	282	282
ENSG00000186501.15	1231	1511	1613	2342
ENSG00000206888.1	107	107	107	107
ENSG00000241547.1	468	468	468	468
ENSG00000142765.18	1944	1918	2229	2362
ENSG00000142733.18	4373	4373	4438	4438
ENSG00000142748.14	1046	1032	1110	1482
ENSG00000174950.11	1201	1201	1457	1487
ENSG00000231207.1	355	355	355	355
ENSG00000181773.7	2137	2137	2137	2137
ENSG00000158195.11	3382	3382	5681	5681
ENSG00000241169.1	428	428	428	428
ENSG00000237429.1	283	283	283	283
ENSG00000126705.15	6171	6219	6438	6920
ENSG00000000938.13	2490	2483	2637	2965
ENSG00000235912.1	192	192	192	192
ENSG00000233975.2	1663	1663	1663	1663
ENSG00000126709.16	843	825	911	936
ENSG00000225886.3	489	489	489	489
ENSG00000206767.1	107	107	107	107
ENSG00000226662.2	662	662	662	662
ENSG00000207095.1	105	105	105	105
ENSG00000287244.1	935	935	935	935
ENSG00000009780.16	1763	1355	3579	3818
ENSG00000231344.1	349	349	349	349
ENSG00000230833.1	676	676	676	676
ENSG00000117758.14	3034	3034	3034	3034
ENSG00000269971.1	184	184	184	184
ENSG00000270031.1	359	359	359	359
ENSG00000223062.1	106	106	106	106
ENSG00000286433.1	1471	1471	1471	1471
ENSG00000117751.18	2468	2414	2651	2815
ENSG00000252947.1	166	166	166	166
ENSG00000130775.16	1945	1993	2713	2724
ENSG00000117748.10	1327	1237	1584	1968
ENSG00000130768.15	1675	1611	1866	2264
ENSG00000227050.1	491	491	491	491
ENSG00000158156.9	2099	2178	2243	2349
ENSG00000158161.16	4403	5885	5999	6143
ENSG00000238231.2	367	367	367	367
ENSG00000240750.3	297	297	297	297
ENSG00000228589.3	681	681	681	681
ENSG00000228943.1	235	235	235	235
ENSG00000289576.2	951	951	951	951
ENSG00000214812.3	557	557	557	557
ENSG00000253005.1	105	105	105	105
ENSG00000169403.12	3241	3993	4191	4208
ENSG00000126698.11	1763	1763	1763	1763
ENSG00000290123.1	520	520	520	520
ENSG00000130770.18	874	569	1855	2225
ENSG00000270605.1	1945	1945	1945	1945
ENSG00000271398.1	425	425	425	425
ENSG00000130766.5	3462	3462	3462	3462
ENSG00000130772.14	1467	1467	1829	1829
ENSG00000204138.13	4577	4577	6048	6308
ENSG00000206779.1	101	101	101	101
ENSG00000229820.2	394	394	394	394
ENSG00000221216.1	119	119	119	119
ENSG00000180198.17	2466	2618	2844	3228
ENSG00000242125.3	2201	2201	2201	2201
ENSG00000274266.1	206	206	206	206
ENSG00000200087.1	204	204	204	204
ENSG00000231468.2	611	611	611	611
ENSG00000279443.1	2083	2083	2083	2083
ENSG00000180098.9	1799	1799	1799	1799
ENSG00000197989.15	910	728	1871	2546
ENSG00000221539.1	74	74	74	74
ENSG00000278274.1	130	130	130	130
ENSG00000273544.1	132	132	132	132
ENSG00000280498.1	135	135	135	135
ENSG00000274582.1	137	137	137	137
ENSG00000120656.14	1724	1438	2689	5758
ENSG00000188060.8	2093	2093	2236	2301
ENSG00000229388.1	656	656	688	978
ENSG00000270103.3	131	131	131	131
ENSG00000274978.1	134	134	134	134
ENSG00000162419.13	3388	1912	6358	6394
ENSG00000252777.1	130	130	130	130
ENSG00000289291.1	1627	1627	1627	1627
ENSG00000198492.16	2762	2744	2825	2933
ENSG00000116329.12	9317	9317	9317	9317
ENSG00000233427.1	1085	1085	1085	1085
ENSG00000199756.1	110	110	110	110
ENSG00000159023.23	4441	4367	6031	10997
ENSG00000225616.2	331	331	331	331
ENSG00000206704.1	101	101	101	101
ENSG00000277958.1	282	282	282	282
ENSG00000253304.2	2510	2510	2553	2606
ENSG00000225750.1	279	279	279	279
ENSG00000116350.18	2300	2300	2300	2300
ENSG00000277916.1	169	169	169	169
ENSG00000116353.16	2465	2465	2515	2642
ENSG00000237934.1	573	573	573	573
ENSG00000060656.20	5232	5443	5573	5640
ENSG00000230523.1	2148	2148	2148	2148
ENSG00000225011.4	349	349	349	349
ENSG00000228176.1	498	498	498	498
ENSG00000284676.1	1953	1953	1953	1953
ENSG00000270927.1	493	493	493	493
ENSG00000233399.2	1519	1519	1519	1519
ENSG00000233372.1	551	551	551	551
ENSG00000231251.1	93	93	93	93
ENSG00000236335.1	507	507	507	507
ENSG00000231949.1	481	481	481	481
ENSG00000289710.1	171	171	171	171
ENSG00000162510.6	3830	3830	3830	3830
ENSG00000186056.11	2727	2727	3925	3944
ENSG00000287510.1	1077	1077	1077	1077
ENSG00000162511.8	2177	2177	2177	2177
ENSG00000264773.1	77	77	77	77
ENSG00000229607.1	444	444	444	444
ENSG00000223382.6	1165	1165	1176	1209
ENSG00000222784.1	288	288	288	288
ENSG00000235143.1	1747	1747	1747	1747
ENSG00000162512.16	5819	5819	6392	6703
ENSG00000266210.2	267	267	267	267
ENSG00000134644.16	4634	4631	5385	5662
ENSG00000237329.2	507	507	507	507
ENSG00000232768.1	163	163	163	163
ENSG00000215900.4	252	252	252	252
ENSG00000225142.2	436	436	436	436
ENSG00000084628.10	2922	2922	2922	2922
ENSG00000060688.13	1351	1351	1615	2041
ENSG00000229447.2	437	437	437	437
ENSG00000121766.16	1536	1551	1730	1921
ENSG00000229044.1	439	439	439	439
ENSG00000121769.8	1097	1097	1097	1097
ENSG00000168528.12	2045	2067	2146	2704
ENSG00000215899.3	1342	1342	1342	1342
ENSG00000206981.1	107	107	107	107
ENSG00000260386.6	1678	1678	2113	2355
ENSG00000265961.1	114	114	114	114
ENSG00000284543.1	1425	554	5019	9848
ENSG00000229167.2	488	488	591	813
ENSG00000142910.16	2062	2140	2207	2281
ENSG00000121764.12	1706	1642	2307	2401
ENSG00000162517.13	1614	1614	1614	1614
ENSG00000235790.7	674	697	900	1499
ENSG00000264078.1	480	480	480	480
ENSG00000084636.18	4530	4530	5418	6122
ENSG00000121753.13	5087	4919	5708	5811
ENSG00000266580.1	76	76	76	76
ENSG00000254545.1	537	537	537	537
ENSG00000134668.13	3071	3123	3933	4174
ENSG00000203620.2	2257	2257	2257	2257
ENSG00000269967.1	587	587	587	587
ENSG00000184007.22	1958	1622	3910	4437
ENSG00000288678.1	66	66	66	66
ENSG00000228634.1	517	517	517	517
ENSG00000284702.1	1873	1873	1873	1873
ENSG00000121774.18	1964	1964	2713	2713
ENSG00000203325.3	624	624	624	624
ENSG00000121775.18	1778	1778	1778	1778
ENSG00000266203.1	59	59	59	59
ENSG00000276493.1	291	291	291	291
ENSG00000025800.14	7355	7355	7355	7355
ENSG00000250135.1	667	667	667	667
ENSG00000084652.16	4938	4938	5012	5114
ENSG00000160050.16	976	880	1415	1453
ENSG00000224066.1	714	714	786	1357
ENSG00000160051.12	2132	2132	2252	2252
ENSG00000222046.3	1350	1350	1350	1350
ENSG00000160055.20	994	922	1411	1427
ENSG00000084623.12	1527	1421	2660	4358
ENSG00000291132.1	2624	2624	2624	2624
ENSG00000220785.10	1545	1545	1545	1545
ENSG00000290045.1	1379	1379	1379	1379
ENSG00000183615.6	947	947	947	947
ENSG00000182866.18	2115	2128	2257	2459
ENSG00000277617.1	260	260	260	260
ENSG00000252450.1	110	110	110	110
ENSG00000116478.12	2118	2118	2118	2118
ENSG00000175130.7	1546	1546	1546	1546
ENSG00000233775.1	687	687	687	687
ENSG00000162526.7	1026	1026	1026	1026
ENSG00000225828.2	941	941	941	941
ENSG00000160058.19	2449	1505	4599	5152
ENSG00000224333.1	1007	1007	1007	1007
ENSG00000270850.1	341	341	341	341
ENSG00000229259.1	1801	1801	1801	1801
ENSG00000263529.2	301	301	301	301
ENSG00000254553.1	3447	3447	3447	3447
ENSG00000273274.2	12831	12831	12831	12831
ENSG00000160062.15	4510	4510	7077	7077
ENSG00000176261.16	731	598	1567	1896
ENSG00000200591.1	102	102	102	102
ENSG00000162521.19	3190	1731	7883	8026
ENSG00000162520.15	2663	2663	3503	3503
ENSG00000224409.1	395	395	395	395
ENSG00000162522.11	4239	5293	5493	5847
ENSG00000134684.13	2671	2671	2899	3116
ENSG00000116497.18	3770	3770	4220	4378
ENSG00000160097.20	2096	2622	2831	3133
ENSG00000121905.10	1412	1412	1412	1412
ENSG00000121900.19	950	950	1030	1030
ENSG00000287691.1	575	575	575	575
ENSG00000116514.17	2611	2598	2677	2734
ENSG00000278966.2	911	911	911	911
ENSG00000217644.5	526	526	526	526
ENSG00000239670.1	863	863	863	863
ENSG00000236065.2	1680	1680	1680	1680
ENSG00000004455.18	2651	1988	5970	8793
ENSG00000276645.1	345	345	345	345
ENSG00000142920.17	2910	2048	5240	5300
ENSG00000278997.1	1360	1360	1360	1360
ENSG00000116525.14	2727	2727	3817	3960
ENSG00000279179.1	3448	3448	3448	3448
ENSG00000284721.1	1932	1932	1932	1932
ENSG00000160094.15	3061	3061	3187	3187
ENSG00000270115.1	469	469	469	469
ENSG00000184389.9	1023	1023	1023	1023
ENSG00000225313.5	996	958	1432	2464
ENSG00000134686.21	3729	3875	4255	4817
ENSG00000284154.1	100	100	100	100
ENSG00000222112.1	299	299	299	299
ENSG00000233246.1	490	490	490	490
ENSG00000234512.1	2706	2706	2706	2706
ENSG00000121903.15	5379	4316	9456	10390
ENSG00000235907.2	736	736	736	736
ENSG00000121904.19	13397	13430	13655	13877
ENSG00000227000.2	1618	1618	1618	1618
ENSG00000176256.11	1853	2343	2505	2530
ENSG00000231163.6	1103	1116	1367	2341
ENSG00000201148.1	115	115	115	115
ENSG00000142698.15	2593	2593	3050	3339
ENSG00000270241.1	434	434	434	434
ENSG00000287703.1	1426	1426	1426	1426
ENSG00000207941.1	96	96	96	96
ENSG00000163866.9	2202	918	5694	7990
ENSG00000189280.3	1355	1355	1355	1355
ENSG00000189433.7	1444	1444	1444	1444
ENSG00000255811.1	560	560	560	560
ENSG00000188910.8	1994	1994	2192	2362
ENSG00000187513.9	1621	1621	1621	1621
ENSG00000230163.1	720	720	720	720
ENSG00000116544.12	3754	3754	3921	3921
ENSG00000284773.1	3163	3163	3163	3163
ENSG00000241014.2	1406	1406	1887	1887
ENSG00000243749.2	1071	1071	1071	1071
ENSG00000271741.1	3099	3099	3099	3099
ENSG00000163867.17	3099	2702	5122	7362
ENSG00000197056.11	4359	4334	4608	5041
ENSG00000233940.1	478	478	478	478
ENSG00000228348.1	463	463	463	463
ENSG00000284640.1	1886	1886	1886	1886
ENSG00000116560.12	3890	3890	4041	4041
ENSG00000201868.1	94	94	94	94
ENSG00000146463.12	7366	7366	7366	7366
ENSG00000240374.3	303	303	303	303
ENSG00000201542.1	152	152	152	152
ENSG00000229994.1	886	886	886	886
ENSG00000227409.1	459	459	459	459
ENSG00000142687.19	3840	3705	4777	4913
ENSG00000278702.1	323	323	323	323
ENSG00000236274.1	1003	1003	1003	1003
ENSG00000020129.16	3602	3677	3698	4024
ENSG00000239636.3	910	910	910	910
ENSG00000116819.9	2245	2245	2245	2245
ENSG00000126067.12	4321	4321	4426	4528
ENSG00000142686.8	2628	2628	2628	2628
ENSG00000092853.14	5317	4389	8512	9275
ENSG00000232335.1	539	539	539	539
ENSG00000134698.11	7272	7272	7272	7272
ENSG00000092847.14	10473	13712	13712	13808
ENSG00000271164.1	483	483	483	483
ENSG00000286899.1	1802	1802	1802	1802
ENSG00000271914.1	396	396	396	396
ENSG00000126070.20	6408	2468	19660	20553
ENSG00000271554.1	376	376	385	659
ENSG00000232862.5	1286	1286	1674	1674
ENSG00000092850.12	1490	1490	1490	1490
ENSG00000116863.11	1651	1651	1651	1651
ENSG00000171812.13	3717	4447	4669	4669
ENSG00000054116.12	1090	1114	1336	1901
ENSG00000116871.16	3347	3348	3456	3570
ENSG00000264592.2	256	256	256	256
ENSG00000054118.15	3856	3825	4405	4600
ENSG00000231849.1	259	259	259	259
ENSG00000214193.11	4248	4248	5952	6231
ENSG00000142694.7	1017	1017	1054	1242
ENSG00000286379.1	4878	4878	4878	4878
ENSG00000196182.11	3989	3745	4837	5291
ENSG00000181817.6	860	860	860	860
ENSG00000222821.1	139	139	139	139
ENSG00000116885.18	1266	1418	1463	1819
ENSG00000201448.1	129	129	129	129
ENSG00000116898.12	953	953	953	953
ENSG00000119535.19	2965	2980	3454	3656
ENSG00000230214.1	523	523	523	523
ENSG00000284705.1	2694	2694	2694	2694
ENSG00000284720.1	1521	1521	1521	1521
ENSG00000234481.2	778	778	778	778
ENSG00000163873.10	6223	6223	9491	9860
ENSG00000284650.1	1039	1039	1039	1039
ENSG00000223944.3	2824	2824	2824	2824
ENSG00000264698.1	72	72	72	72
ENSG00000207328.1	107	107	107	107
